Number,Latit,Long,Time,Marsh
2149,55.758638,49.231337,08.11.2020 19:05:54,18
2453,55.835918,49.1242,08.11.2020 19:05:51,18
2156,55.827077,49.147365,08.11.2020 19:05:56,18
2434,55.788508,49.228993,08.11.2020 19:05:41,18
2464,55.860335,49.096475,08.11.2020 19:05:41,18
2706,55.836055,49.114355,08.11.2020 19:05:46,18
2436,55.755103,49.23154,08.11.2020 19:05:51,18
2466,55.79752,49.176405,08.11.2020 19:05:41,18
2767,55.871558,49.08063,08.11.2020 19:05:48,18
2164,55.754812,49.200137,08.11.2020 19:05:40,18
2748,55.833562,49.080652,08.11.2020 19:05:53,18
2425,55.775547,49.174675,08.11.2020 19:05:38,18
2454,55.804857,49.184793,08.11.2020 19:05:46,18
2465,55.831047,49.091845,08.11.2020 19:05:53,18
2715,55.86009,49.09785,08.11.2020 19:05:43,18
2470,55.847495,49.083812,08.11.2020 19:05:46,18
2736,55.77994,49.17231,08.11.2020 19:05:49,18
2423,55.831987,49.147523,08.11.2020 19:05:43,18
2704,55.792633,49.229585,08.11.2020 19:05:42,18
2149,55.754805,49.23126,08.11.2020 19:06:53,18
2453,55.83591,49.128977,08.11.2020 19:06:52,18
2156,55.826418,49.152165,08.11.2020 19:06:47,18
2434,55.789778,49.224713,08.11.2020 19:06:51,18
2706,55.83606,49.107268,08.11.2020 19:06:47,18
2464,55.85971,49.10034,08.11.2020 19:06:40,18
2466,55.796072,49.17438,08.11.2020 19:06:40,18
2767,55.871558,49.08063,08.11.2020 19:06:48,18
2436,55.757255,49.23157,08.11.2020 19:06:51,18
2748,55.837282,49.081003,08.11.2020 19:06:51,18
2454,55.805567,49.184413,08.11.2020 19:06:45,18
2465,55.832312,49.091153,08.11.2020 19:06:47,18
2164,55.751585,49.205853,08.11.2020 19:06:40,18
2425,55.77134,49.175423,08.11.2020 19:06:47,18
2715,55.861563,49.08986,08.11.2020 19:06:44,18
2470,55.842542,49.084392,08.11.2020 19:06:48,18
2423,55.833767,49.147427,08.11.2020 19:06:48,18
2736,55.782515,49.170818,08.11.2020 19:06:48,18
2704,55.792633,49.229585,08.11.2020 19:06:42,18
2434,55.789778,49.224713,08.11.2020 19:06:51,18
2423,55.833767,49.147427,08.11.2020 19:06:48,18
2715,55.861563,49.08986,08.11.2020 19:06:44,18
2149,55.754805,49.23126,08.11.2020 19:06:53,18
2156,55.826418,49.152165,08.11.2020 19:06:47,18
2453,55.83591,49.128977,08.11.2020 19:06:52,18
2164,55.751585,49.205853,08.11.2020 19:06:40,18
2436,55.757255,49.23157,08.11.2020 19:06:51,18
2704,55.792633,49.229585,08.11.2020 19:06:42,18
2736,55.782515,49.170818,08.11.2020 19:06:48,18
2425,55.77134,49.175423,08.11.2020 19:06:47,18
2465,55.832312,49.091153,08.11.2020 19:06:47,18
2470,55.842542,49.084392,08.11.2020 19:06:48,18
2767,55.871558,49.08063,08.11.2020 19:06:48,18
2454,55.805567,49.184413,08.11.2020 19:06:45,18
2464,55.85971,49.10034,08.11.2020 19:06:40,18
2748,55.837282,49.081003,08.11.2020 19:06:51,18
2706,55.83606,49.107268,08.11.2020 19:06:47,18
2466,55.796072,49.17438,08.11.2020 19:06:40,18
2425,55.769997,49.176545,08.11.2020 19:07:38,18
2156,55.825288,49.156003,08.11.2020 19:07:47,18
2704,55.792633,49.229585,08.11.2020 19:07:42,18
2470,55.84061,49.081287,08.11.2020 19:07:43,18
2715,55.862377,49.085552,08.11.2020 19:07:44,18
2736,55.785448,49.17114,08.11.2020 19:07:49,18
2453,55.835897,49.13062,08.11.2020 19:07:52,18
2454,55.807653,49.183327,08.11.2020 19:07:46,18
2436,55.762167,49.231703,08.11.2020 19:07:50,18
2434,55.791483,49.225778,08.11.2020 19:07:41,18
2423,55.836095,49.147168,08.11.2020 19:07:50,18
2464,55.859185,49.102712,08.11.2020 19:07:39,18
2164,55.747658,49.21224,08.11.2020 19:07:39,18
2748,55.840835,49.082118,08.11.2020 19:07:50,18
2149,55.75426,49.231157,08.11.2020 19:07:54,18
2767,55.871558,49.08063,08.11.2020 19:07:47,18
2465,55.834763,49.089987,08.11.2020 19:07:52,18
2706,55.83606,49.103318,08.11.2020 19:07:47,18
2466,55.793835,49.171463,08.11.2020 19:07:36,18
2156,55.825288,49.156003,08.11.2020 19:07:47,18
2748,55.840835,49.082118,08.11.2020 19:07:50,18
2425,55.769997,49.176545,08.11.2020 19:07:38,18
2453,55.835897,49.13062,08.11.2020 19:07:52,18
2434,55.791483,49.225778,08.11.2020 19:07:41,18
2423,55.836095,49.147168,08.11.2020 19:07:50,18
2715,55.862377,49.085552,08.11.2020 19:07:44,18
2704,55.792633,49.229585,08.11.2020 19:07:42,18
2470,55.84061,49.081287,08.11.2020 19:07:43,18
2436,55.762167,49.231703,08.11.2020 19:07:50,18
2465,55.834763,49.089987,08.11.2020 19:07:52,18
2736,55.785448,49.17114,08.11.2020 19:07:49,18
2767,55.871558,49.08063,08.11.2020 19:07:47,18
2466,55.793835,49.171463,08.11.2020 19:07:36,18
2464,55.859185,49.102712,08.11.2020 19:07:39,18
2149,55.75426,49.231157,08.11.2020 19:07:54,18
2454,55.807653,49.183327,08.11.2020 19:07:46,18
2164,55.747658,49.21224,08.11.2020 19:07:39,18
2706,55.83606,49.103318,08.11.2020 19:07:47,18
2156,55.822103,49.167423,08.11.2020 19:08:46,18
2423,55.836067,49.146178,08.11.2020 19:08:43,18
2425,55.766518,49.180132,08.11.2020 19:08:38,18
2704,55.792633,49.229585,08.11.2020 19:08:41,18
2715,55.863852,49.086263,08.11.2020 19:08:43,18
2748,55.844548,49.085048,08.11.2020 19:08:51,18
2470,55.835207,49.080467,08.11.2020 19:08:46,18
2465,55.834783,49.090787,08.11.2020 19:08:46,18
2736,55.78692,49.17131,08.11.2020 19:08:49,18
2436,55.763443,49.231765,08.11.2020 19:08:54,18
2767,55.871558,49.08063,08.11.2020 19:08:48,18
2453,55.835853,49.132943,08.11.2020 19:08:52,18
2434,55.791483,49.225778,08.11.2020 19:08:41,18
2464,55.855695,49.09889,08.11.2020 19:08:46,18
2149,55.753792,49.231133,08.11.2020 19:08:54,18
2164,55.745365,49.217723,08.11.2020 19:08:51,18
2466,55.79187,49.17131,08.11.2020 19:08:41,18
2706,55.835762,49.098468,08.11.2020 19:08:46,18
2454,55.810073,49.182158,08.11.2020 19:08:46,18
2156,55.822103,49.167423,08.11.2020 19:08:46,18
2704,55.792633,49.229585,08.11.2020 19:08:41,18
2715,55.863852,49.086263,08.11.2020 19:08:43,18
2425,55.766518,49.180132,08.11.2020 19:08:38,18
2470,55.835207,49.080467,08.11.2020 19:08:46,18
2453,55.835853,49.132943,08.11.2020 19:08:52,18
2423,55.836067,49.146178,08.11.2020 19:08:43,18
2436,55.763443,49.231765,08.11.2020 19:08:54,18
2748,55.844548,49.085048,08.11.2020 19:08:51,18
2767,55.871558,49.08063,08.11.2020 19:08:48,18
2465,55.834783,49.090787,08.11.2020 19:08:46,18
2736,55.78692,49.17131,08.11.2020 19:08:49,18
2464,55.855695,49.09889,08.11.2020 19:08:46,18
2434,55.791483,49.225778,08.11.2020 19:08:41,18
2149,55.753792,49.231133,08.11.2020 19:08:54,18
2164,55.745365,49.217723,08.11.2020 19:08:51,18
2466,55.79187,49.17131,08.11.2020 19:08:41,18
2706,55.835762,49.098468,08.11.2020 19:08:46,18
2454,55.810073,49.182158,08.11.2020 19:08:46,18
2715,55.86469,49.082223,08.11.2020 19:09:44,18
2156,55.818637,49.17675,08.11.2020 19:09:47,18
2704,55.792585,49.229442,08.11.2020 19:09:40,18
2425,55.766215,49.180663,08.11.2020 19:09:51,18
2470,55.832937,49.080117,08.11.2020 19:09:47,18
2465,55.83548,49.096892,08.11.2020 19:09:47,18
2423,55.83606,49.138662,08.11.2020 19:09:43,18
2736,55.78781,49.171403,08.11.2020 19:09:48,18
2436,55.767253,49.231715,08.11.2020 19:09:51,18
2464,55.855205,49.09508,08.11.2020 19:09:21,18
2434,55.791483,49.225778,08.11.2020 19:09:40,18
2453,55.83582,49.13696,08.11.2020 19:09:51,18
2149,55.750137,49.226175,08.11.2020 19:09:53,18
2767,55.869527,49.081078,08.11.2020 19:09:48,18
2748,55.84897,49.084385,08.11.2020 19:09:55,18
2164,55.74663,49.220093,08.11.2020 19:09:40,18
2466,55.788133,49.170957,08.11.2020 19:09:40,18
2706,55.834872,49.090542,08.11.2020 19:09:47,18
2454,55.812813,49.18095,08.11.2020 19:09:45,18
2156,55.818637,49.17675,08.11.2020 19:09:47,18
2715,55.86469,49.082223,08.11.2020 19:09:44,18
2436,55.767253,49.231715,08.11.2020 19:09:51,18
2704,55.792585,49.229442,08.11.2020 19:09:40,18
2736,55.78781,49.171403,08.11.2020 19:09:48,18
2425,55.766215,49.180663,08.11.2020 19:09:51,18
2465,55.83548,49.096892,08.11.2020 19:09:47,18
2470,55.832937,49.080117,08.11.2020 19:09:47,18
2423,55.83606,49.138662,08.11.2020 19:09:43,18
2464,55.855205,49.09508,08.11.2020 19:09:21,18
2453,55.83582,49.13696,08.11.2020 19:09:51,18
2149,55.750137,49.226175,08.11.2020 19:09:53,18
2748,55.84897,49.084385,08.11.2020 19:09:55,18
2434,55.791483,49.225778,08.11.2020 19:09:40,18
2164,55.74663,49.220093,08.11.2020 19:09:40,18
2767,55.869527,49.081078,08.11.2020 19:09:48,18
2466,55.788133,49.170957,08.11.2020 19:09:40,18
2706,55.834872,49.090542,08.11.2020 19:09:47,18
2454,55.812813,49.18095,08.11.2020 19:09:45,18
2156,55.8143,49.180045,08.11.2020 19:10:47,18
2704,55.791347,49.225343,08.11.2020 19:10:44,18
2715,55.866323,49.079558,08.11.2020 19:10:44,18
2436,55.769647,49.231855,08.11.2020 19:10:50,18
2465,55.835787,49.100048,08.11.2020 19:10:47,18
2464,55.85441,49.0854,08.11.2020 19:10:41,18
2423,55.83608,49.134805,08.11.2020 19:10:42,18
2736,55.791213,49.171605,08.11.2020 19:10:49,18
2425,55.76391,49.184652,08.11.2020 19:10:38,18
2149,55.746652,49.21974,08.11.2020 19:10:54,18
2453,55.835865,49.138995,08.11.2020 19:10:52,18
2470,55.829295,49.081765,08.11.2020 19:10:42,18
2748,55.85348,49.084772,08.11.2020 19:10:50,18
2466,55.78591,49.170805,08.11.2020 19:10:41,18
2767,55.866037,49.079432,08.11.2020 19:10:47,18
2164,55.749243,49.22511,08.11.2020 19:10:39,18
2434,55.791483,49.225778,08.11.2020 19:10:41,18
2706,55.833598,49.090185,08.11.2020 19:10:47,18
2454,55.817655,49.182153,08.11.2020 19:10:46,18
2156,55.8143,49.180045,08.11.2020 19:10:47,18
2704,55.791347,49.225343,08.11.2020 19:10:44,18
2715,55.866323,49.079558,08.11.2020 19:10:44,18
2436,55.769647,49.231855,08.11.2020 19:10:50,18
2465,55.835787,49.100048,08.11.2020 19:10:47,18
2736,55.791213,49.171605,08.11.2020 19:10:49,18
2464,55.85441,49.0854,08.11.2020 19:10:41,18
2453,55.835865,49.138995,08.11.2020 19:10:52,18
2423,55.83608,49.134805,08.11.2020 19:10:42,18
2748,55.85348,49.084772,08.11.2020 19:10:50,18
2149,55.746652,49.21974,08.11.2020 19:10:54,18
2425,55.76391,49.184652,08.11.2020 19:10:38,18
2767,55.866037,49.079432,08.11.2020 19:10:47,18
2466,55.78591,49.170805,08.11.2020 19:10:41,18
2434,55.791483,49.225778,08.11.2020 19:10:41,18
2470,55.829295,49.081765,08.11.2020 19:10:42,18
2164,55.749243,49.22511,08.11.2020 19:10:39,18
2706,55.833598,49.090185,08.11.2020 19:10:47,18
2454,55.817655,49.182153,08.11.2020 19:10:46,18
2156,55.810937,49.181528,08.11.2020 19:11:46,18
2704,55.789608,49.224558,08.11.2020 19:11:41,18
2715,55.869767,49.08117,08.11.2020 19:11:48,18
2464,55.854282,49.084373,08.11.2020 19:11:41,18
2436,55.771998,49.231835,08.11.2020 19:11:52,18
2453,55.835867,49.144905,08.11.2020 19:11:52,18
2465,55.835922,49.104662,08.11.2020 19:11:46,18
2736,55.793777,49.171782,08.11.2020 19:11:54,18
2748,55.853712,49.084793,08.11.2020 19:11:56,18
2423,55.83606,49.129887,08.11.2020 19:11:43,18
2149,55.745788,49.216345,08.11.2020 19:11:54,18
2425,55.762382,49.187482,08.11.2020 19:11:38,18
2767,55.86391,49.078393,08.11.2020 19:11:48,18
2466,55.785767,49.17077,08.11.2020 19:11:41,18
2434,55.791483,49.225778,08.11.2020 19:11:41,18
2470,55.829383,49.083075,08.11.2020 19:11:46,18
2164,55.751467,49.229213,08.11.2020 19:11:40,18
2706,55.83118,49.091257,08.11.2020 19:11:52,18
2454,55.819778,49.183468,08.11.2020 19:11:46,18
2704,55.789608,49.224558,08.11.2020 19:11:41,18
2156,55.810937,49.181528,08.11.2020 19:11:46,18
2715,55.869767,49.08117,08.11.2020 19:11:48,18
2436,55.771998,49.231835,08.11.2020 19:11:52,18
2453,55.835867,49.144905,08.11.2020 19:11:52,18
2736,55.793777,49.171782,08.11.2020 19:11:54,18
2464,55.854282,49.084373,08.11.2020 19:11:41,18
2465,55.835922,49.104662,08.11.2020 19:11:46,18
2748,55.853712,49.084793,08.11.2020 19:11:56,18
2425,55.762382,49.187482,08.11.2020 19:11:38,18
2423,55.83606,49.129887,08.11.2020 19:11:43,18
2466,55.785767,49.17077,08.11.2020 19:11:41,18
2149,55.745788,49.216345,08.11.2020 19:11:54,18
2767,55.86391,49.078393,08.11.2020 19:11:48,18
2434,55.791483,49.225778,08.11.2020 19:11:41,18
2706,55.83118,49.091257,08.11.2020 19:11:52,18
2164,55.751467,49.229213,08.11.2020 19:11:40,18
2470,55.829383,49.083075,08.11.2020 19:11:46,18
2454,55.819778,49.183468,08.11.2020 19:11:46,18
2465,55.83591,49.10942,08.11.2020 19:12:47,18
2453,55.83554,49.147343,08.11.2020 19:12:51,18
2715,55.871903,49.080715,08.11.2020 19:12:53,18
2156,55.806522,49.183525,08.11.2020 19:12:47,18
2748,55.854322,49.08835,08.11.2020 19:12:51,18
2704,55.78873,49.22597,08.11.2020 19:12:48,18
2706,55.83026,49.087358,08.11.2020 19:12:56,18
2454,55.821047,49.183288,08.11.2020 19:12:45,18
2470,55.82944,49.083248,08.11.2020 19:12:53,18
2423,55.836073,49.123363,08.11.2020 19:12:43,18
2434,55.791483,49.225778,08.11.2020 19:12:40,18
2425,55.76017,49.191523,08.11.2020 19:12:51,18
2767,55.863217,49.07933,08.11.2020 19:12:48,18
2466,55.783517,49.1706,08.11.2020 19:12:40,18
2164,55.755437,49.231488,08.11.2020 19:12:58,18
2464,55.850897,49.084088,08.11.2020 19:12:40,18
2436,55.77507,49.231755,08.11.2020 19:12:51,18
2736,55.795412,49.17392,08.11.2020 19:12:48,18
2149,55.7486,49.21156,08.11.2020 19:12:54,18
2465,55.83591,49.10942,08.11.2020 19:12:47,18
2453,55.83554,49.147343,08.11.2020 19:12:51,18
2748,55.854322,49.08835,08.11.2020 19:12:51,18
2454,55.821047,49.183288,08.11.2020 19:12:45,18
2464,55.850897,49.084088,08.11.2020 19:12:40,18
2767,55.863217,49.07933,08.11.2020 19:12:48,18
2736,55.795412,49.17392,08.11.2020 19:12:48,18
2715,55.871903,49.080715,08.11.2020 19:12:53,18
2156,55.806522,49.183525,08.11.2020 19:12:47,18
2436,55.77507,49.231755,08.11.2020 19:12:51,18
2423,55.836073,49.123363,08.11.2020 19:12:43,18
2434,55.791483,49.225778,08.11.2020 19:12:40,18
2149,55.7486,49.21156,08.11.2020 19:12:54,18
2164,55.755437,49.231488,08.11.2020 19:12:58,18
2704,55.78873,49.22597,08.11.2020 19:12:48,18
2466,55.783517,49.1706,08.11.2020 19:12:40,18
2470,55.82944,49.083248,08.11.2020 19:12:53,18
2425,55.76017,49.191523,08.11.2020 19:12:51,18
2706,55.83026,49.087358,08.11.2020 19:12:56,18
2436,55.776125,49.232878,08.11.2020 19:13:50,18
2156,55.803865,49.184918,08.11.2020 19:13:47,18
2704,55.787707,49.230178,08.11.2020 19:13:53,18
2434,55.792147,49.227365,08.11.2020 19:13:50,18
2454,55.821047,49.183288,08.11.2020 19:13:46,18
2425,55.759073,49.19319,08.11.2020 19:13:38,18
2464,55.847542,49.0838,08.11.2020 19:13:37,18
2465,55.835903,49.112578,08.11.2020 19:13:47,18
2715,55.871575,49.080617,08.11.2020 19:13:44,18
2149,55.753865,49.202545,08.11.2020 19:13:53,18
2736,55.796745,49.175908,08.11.2020 19:13:49,18
2706,55.829725,49.083463,08.11.2020 19:13:26,18
2453,55.832337,49.147333,08.11.2020 19:13:52,18
2423,55.836085,49.119678,08.11.2020 19:13:42,18
2470,55.830518,49.091033,08.11.2020 19:13:47,18
2164,55.758202,49.231597,08.11.2020 19:13:53,18
2748,55.855473,49.097215,08.11.2020 19:13:50,18
2466,55.782907,49.170552,08.11.2020 19:13:41,18
2767,55.862343,49.084682,08.11.2020 19:13:47,18
2470,55.831188,49.091753,08.11.2020 19:14:47,18
2149,55.756985,49.197188,08.11.2020 19:14:54,18
2453,55.831095,49.14735,08.11.2020 19:14:52,18
2748,55.85606,49.100143,08.11.2020 19:14:51,18
2465,55.835935,49.119228,08.11.2020 19:14:47,18
2715,55.871575,49.080617,08.11.2020 19:14:44,18
2466,55.781088,49.170935,08.11.2020 19:14:41,18
2156,55.801743,49.183598,08.11.2020 19:14:47,18
2464,55.841598,49.082312,08.11.2020 19:14:49,18
2425,55.756415,49.197643,08.11.2020 19:14:38,18
2706,55.832755,49.080582,08.11.2020 19:14:47,18
2434,55.79254,49.22955,08.11.2020 19:14:41,18
2454,55.821047,49.183288,08.11.2020 19:14:46,18
2736,55.798848,49.178872,08.11.2020 19:14:49,18
2436,55.778553,49.235903,08.11.2020 19:14:51,18
2164,55.762005,49.231678,08.11.2020 19:14:40,18
2704,55.787468,49.23039,08.11.2020 19:14:41,18
2767,55.861983,49.086453,08.11.2020 19:14:48,18
2423,55.836102,49.110925,08.11.2020 19:14:43,18
2470,55.831188,49.091753,08.11.2020 19:14:47,18
2466,55.781088,49.170935,08.11.2020 19:14:41,18
2149,55.756985,49.197188,08.11.2020 19:14:54,18
2704,55.787468,49.23039,08.11.2020 19:14:41,18
2706,55.832755,49.080582,08.11.2020 19:14:47,18
2156,55.801743,49.183598,08.11.2020 19:14:47,18
2748,55.85606,49.100143,08.11.2020 19:14:51,18
2164,55.762005,49.231678,08.11.2020 19:14:40,18
2453,55.831095,49.14735,08.11.2020 19:14:52,18
2736,55.798848,49.178872,08.11.2020 19:14:49,18
2434,55.79254,49.22955,08.11.2020 19:14:41,18
2464,55.841598,49.082312,08.11.2020 19:14:49,18
2465,55.835935,49.119228,08.11.2020 19:14:47,18
2454,55.821047,49.183288,08.11.2020 19:14:46,18
2767,55.861983,49.086453,08.11.2020 19:14:48,18
2436,55.778553,49.235903,08.11.2020 19:14:51,18
2715,55.871575,49.080617,08.11.2020 19:14:44,18
2423,55.836102,49.110925,08.11.2020 19:14:43,18
2425,55.756415,49.197643,08.11.2020 19:14:38,18
2748,55.858525,49.105462,08.11.2020 19:15:51,18
2156,55.800753,49.181638,08.11.2020 19:15:47,18
2470,55.834802,49.090465,08.11.2020 19:15:47,18
2767,55.861328,49.090522,08.11.2020 19:15:48,18
2425,55.753902,49.201912,08.11.2020 19:15:38,18
2465,55.835872,49.122477,08.11.2020 19:15:47,18
2715,55.869437,49.081093,08.11.2020 19:15:40,18
2436,55.781425,49.236037,08.11.2020 19:15:51,18
2704,55.784608,49.233255,08.11.2020 19:15:42,18
2706,55.833063,49.080638,08.11.2020 19:15:47,18
2149,55.759355,49.193097,08.11.2020 19:15:54,18
2164,55.763833,49.231655,08.11.2020 19:15:51,18
2464,55.839187,49.080922,08.11.2020 19:15:40,18
2466,55.77898,49.172508,08.11.2020 19:15:40,18
2453,55.826927,49.148548,08.11.2020 19:15:51,18
2434,55.79254,49.22955,08.11.2020 19:15:40,18
2423,55.83611,49.105478,08.11.2020 19:15:43,18
2736,55.80072,49.182233,08.11.2020 19:15:48,18
2454,55.821047,49.183288,08.11.2020 19:15:46,18
2156,55.799238,49.17892,08.11.2020 19:16:47,18
2425,55.75278,49.203948,08.11.2020 19:16:37,18
2470,55.835332,49.095552,08.11.2020 19:16:47,18
2434,55.79254,49.22955,08.11.2020 19:16:41,18
2464,55.8375,49.080732,08.11.2020 19:16:41,18
2453,55.82678,49.150472,08.11.2020 19:16:52,18
2704,55.780318,49.235975,08.11.2020 19:16:42,18
2736,55.802023,49.184725,08.11.2020 19:16:49,18
2436,55.785243,49.23276,08.11.2020 19:16:50,18
2466,55.774183,49.174843,08.11.2020 19:16:41,18
2164,55.766792,49.231715,08.11.2020 19:16:41,18
2715,55.865653,49.07906,08.11.2020 19:16:44,18
2767,55.860578,49.094765,08.11.2020 19:16:48,18
2454,55.821047,49.183288,08.11.2020 19:16:45,18
2706,55.835793,49.080907,08.11.2020 19:16:47,18
2149,55.760545,49.191092,08.11.2020 19:16:53,18
2423,55.836122,49.102382,08.11.2020 19:16:42,18
2465,55.83588,49.126468,08.11.2020 19:16:47,18
2748,55.859553,49.10185,08.11.2020 19:16:56,18
2156,55.799238,49.17892,08.11.2020 19:16:47,18
2425,55.75278,49.203948,08.11.2020 19:16:37,18
2436,55.785243,49.23276,08.11.2020 19:16:50,18
2470,55.835332,49.095552,08.11.2020 19:16:47,18
2453,55.82678,49.150472,08.11.2020 19:16:52,18
2466,55.774183,49.174843,08.11.2020 19:16:41,18
2434,55.79254,49.22955,08.11.2020 19:16:41,18
2464,55.8375,49.080732,08.11.2020 19:16:41,18
2736,55.802023,49.184725,08.11.2020 19:16:49,18
2767,55.860578,49.094765,08.11.2020 19:16:48,18
2704,55.780318,49.235975,08.11.2020 19:16:42,18
2149,55.760545,49.191092,08.11.2020 19:16:53,18
2715,55.865653,49.07906,08.11.2020 19:16:44,18
2164,55.766792,49.231715,08.11.2020 19:16:41,18
2465,55.83588,49.126468,08.11.2020 19:16:47,18
2454,55.821047,49.183288,08.11.2020 19:16:45,18
2706,55.835793,49.080907,08.11.2020 19:16:47,18
2423,55.836122,49.102382,08.11.2020 19:16:42,18
2748,55.859553,49.10185,08.11.2020 19:16:56,18
2436,55.788063,49.229745,08.11.2020 19:17:51,18
2156,55.797825,49.176887,08.11.2020 19:17:47,18
2425,55.749033,49.210302,08.11.2020 19:17:38,18
2470,55.835838,49.100657,08.11.2020 19:17:47,18
2767,55.859802,49.099312,08.11.2020 19:17:47,18
2464,55.833925,49.080338,08.11.2020 19:17:41,18
2453,55.825758,49.15413,08.11.2020 19:17:52,18
2715,55.863513,49.078072,08.11.2020 19:17:44,18
2466,55.770612,49.17599,08.11.2020 19:17:41,18
2736,55.803333,49.185603,08.11.2020 19:17:49,18
2164,55.768777,49.231743,08.11.2020 19:17:54,18
2465,55.835837,49.132632,08.11.2020 19:17:47,18
2149,55.761918,49.188723,08.11.2020 19:17:54,18
2434,55.79254,49.22955,08.11.2020 19:17:41,18
2454,55.821047,49.183288,08.11.2020 19:17:46,18
2704,55.776092,49.235052,08.11.2020 19:17:39,18
2706,55.84025,49.081458,08.11.2020 19:17:52,18
2423,55.835983,49.099978,08.11.2020 19:17:43,18
2748,55.860362,49.096798,08.11.2020 19:17:51,18
2470,55.835838,49.100657,08.11.2020 19:17:47,18
2425,55.749033,49.210302,08.11.2020 19:17:38,18
2436,55.788063,49.229745,08.11.2020 19:17:51,18
2464,55.833925,49.080338,08.11.2020 19:17:41,18
2156,55.797825,49.176887,08.11.2020 19:17:47,18
2736,55.803333,49.185603,08.11.2020 19:17:49,18
2767,55.859802,49.099312,08.11.2020 19:17:47,18
2164,55.768777,49.231743,08.11.2020 19:17:54,18
2149,55.761918,49.188723,08.11.2020 19:17:54,18
2453,55.825758,49.15413,08.11.2020 19:17:52,18
2466,55.770612,49.17599,08.11.2020 19:17:41,18
2715,55.863513,49.078072,08.11.2020 19:17:44,18
2465,55.835837,49.132632,08.11.2020 19:17:47,18
2434,55.79254,49.22955,08.11.2020 19:17:41,18
2454,55.821047,49.183288,08.11.2020 19:17:46,18
2704,55.776092,49.235052,08.11.2020 19:17:39,18
2706,55.84025,49.081458,08.11.2020 19:17:52,18
2423,55.835983,49.099978,08.11.2020 19:17:43,18
2748,55.860362,49.096798,08.11.2020 19:17:51,18
2436,55.788533,49.228823,08.11.2020 19:18:54,18
2736,55.806222,49.18419,08.11.2020 19:18:49,18
2454,55.821047,49.183288,08.11.2020 19:18:46,18
2470,55.835838,49.100657,08.11.2020 19:18:46,18
2425,55.747772,49.212178,08.11.2020 19:18:38,18
2156,55.795498,49.17348,08.11.2020 19:18:46,18
2423,55.835508,49.096475,08.11.2020 19:18:43,18
2453,55.82508,49.156855,08.11.2020 19:18:51,18
2434,55.79254,49.22955,08.11.2020 19:18:40,18
2706,55.841998,49.083643,08.11.2020 19:18:46,18
2464,55.829848,49.081173,08.11.2020 19:18:40,18
2704,55.775133,49.23161,08.11.2020 19:18:42,18
2748,55.861663,49.089177,08.11.2020 19:18:51,18
2715,55.862928,49.080513,08.11.2020 19:18:43,18
2465,55.835842,49.133122,08.11.2020 19:18:46,18
2149,55.764283,49.18462,08.11.2020 19:18:54,18
2767,55.859138,49.102678,08.11.2020 19:18:48,18
2466,55.76657,49.180083,08.11.2020 19:18:51,18
2164,55.77137,49.231797,08.11.2020 19:18:50,18
2736,55.806222,49.18419,08.11.2020 19:18:49,18
2464,55.829848,49.081173,08.11.2020 19:18:40,18
2454,55.821047,49.183288,08.11.2020 19:18:46,18
2470,55.835838,49.100657,08.11.2020 19:18:46,18
2704,55.775133,49.23161,08.11.2020 19:18:42,18
2156,55.795498,49.17348,08.11.2020 19:18:46,18
2465,55.835842,49.133122,08.11.2020 19:18:46,18
2423,55.835508,49.096475,08.11.2020 19:18:43,18
2434,55.79254,49.22955,08.11.2020 19:18:40,18
2706,55.841998,49.083643,08.11.2020 19:18:46,18
2715,55.862928,49.080513,08.11.2020 19:18:43,18
2453,55.82508,49.156855,08.11.2020 19:18:51,18
2767,55.859138,49.102678,08.11.2020 19:18:48,18
2425,55.747772,49.212178,08.11.2020 19:18:38,18
2466,55.76657,49.180083,08.11.2020 19:18:51,18
2164,55.77137,49.231797,08.11.2020 19:18:50,18
2748,55.861663,49.089177,08.11.2020 19:18:51,18
2149,55.764283,49.18462,08.11.2020 19:18:54,18
2436,55.788533,49.228823,08.11.2020 19:18:54,18
2736,55.808332,49.1831,08.11.2020 19:19:48,18
2464,55.829455,49.081503,08.11.2020 19:19:55,18
2454,55.818385,49.181113,08.11.2020 19:19:53,18
2470,55.835887,49.105032,08.11.2020 19:19:47,18
2156,55.794227,49.171833,08.11.2020 19:19:47,18
2704,55.771352,49.23147,08.11.2020 19:19:42,18
2434,55.79254,49.22955,08.11.2020 19:19:41,18
2715,55.86228,49.08475,08.11.2020 19:19:44,18
2453,55.823082,49.163385,08.11.2020 19:19:52,18
2465,55.83584,49.13742,08.11.2020 19:19:47,18
2767,55.856607,49.100155,08.11.2020 19:19:48,18
2706,55.842345,49.084575,08.11.2020 19:19:56,18
2423,55.834932,49.09088,08.11.2020 19:19:42,18
2466,55.766398,49.180327,08.11.2020 19:19:41,18
2748,55.862235,49.085622,08.11.2020 19:19:44,18
2425,55.745507,49.21804,08.11.2020 19:19:50,18
2149,55.76668,49.180342,08.11.2020 19:19:53,18
2164,55.774482,49.231783,08.11.2020 19:19:56,18
2436,55.788823,49.225072,08.11.2020 19:19:50,18
2464,55.829455,49.081503,08.11.2020 19:19:55,18
2736,55.808332,49.1831,08.11.2020 19:19:48,18
2156,55.794227,49.171833,08.11.2020 19:19:47,18
2454,55.818385,49.181113,08.11.2020 19:19:53,18
2470,55.835887,49.105032,08.11.2020 19:19:47,18
